"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","inline-table","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href","inline-table src","flaggenrahmen src 3"
"225","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Romario Benzar","https://www.transfermarkt.us/romario-benzar/profil/spieler/164231","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/140.png?lm=1520611569","https://www.transfermarkt.us/us-lecce/startseite/verein/1005/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1005.png?lm=1417104356","Lecce","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/164231/transfer_id/2529905","",""
"226","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Emil Krafth","https://www.transfermarkt.us/emil-krafth/profil/spieler/184528","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569","https://www.transfermarkt.us/amiens-sc/startseite/verein/1416/saison_id/2019","","Amiens SC","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/184528/transfer_id/2539324","https://tmssl.akamaized.net/images/wappen/tiny/1416_1625493578.png?lm=1625493578",""
"227","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ewerton","https://www.transfermarkt.us/ewerton/profil/spieler/149249","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/hamburger-sv/startseite/verein/41/saison_id/2019","","Hamburger SV","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","2. Bundesliga","https://www.transfermarkt.us/2-bundesliga/transfers/wettbewerb/L2/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/149249/transfer_id/2531763","https://tmssl.akamaized.net/images/wappen/tiny/41_1597319408.png?lm=1597319385",""
"228","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Kingsley Ehizibue","https://www.transfermarkt.us/kingsley-ehizibue/profil/spieler/272812","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","https://www.transfermarkt.us/1-fc-koln/startseite/verein/3/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3.png?lm=1656580823","1. FC Köln","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/272812/transfer_id/2491564","","https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569"
"229","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jean-Kévin Duverne","https://www.transfermarkt.us/jean-kevin-duverne/profil/spieler/344864","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/stade-brest-29/startseite/verein/3911/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3911.png?lm=1408780312","Stade Brestois","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/344864/transfer_id/2632298","","https://tmssl.akamaized.net/images/flagge/verysmall/62.png?lm=1520611569"
"230","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Danilo Avelar","https://www.transfermarkt.us/danilo-avelar/profil/spieler/140748","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/corinthians-sao-paulo/startseite/verein/199/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/199.png?lm=1649430398","Corinthians","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/140748/transfer_id/2486667","","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569"
"231","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marvin Zeegelaar","https://www.transfermarkt.us/marvin-zeegelaar/profil/spieler/92899","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","https://www.transfermarkt.us/udinese-calcio/startseite/verein/410/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/410.png?lm=1437136398","Udinese Calcio","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/92899/transfer_id/2771993","","https://tmssl.akamaized.net/images/flagge/verysmall/161.png?lm=1520611569"
"232","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Romain Perraud","https://www.transfermarkt.us/romain-perraud/profil/spieler/318523","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/stade-brest-29/startseite/verein/3911/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3911.png?lm=1408780312","Stade Brestois","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/318523/transfer_id/2560288","",""
"233","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ivan Novoseltsev","https://www.transfermarkt.us/ivan-novoseltsev/profil/spieler/231873","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/fk-sochi/startseite/verein/41231/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/41231.png?lm=1549213557","Sochi","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/231873/transfer_id/2533527","",""
"234","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Hyun-soo Jang","https://www.transfermarkt.us/hyun-soo-jang/profil/spieler/194387","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/87.png?lm=1520611569","https://www.transfermarkt.us/al-hilal-riad/startseite/verein/1114/saison_id/2019","","Al-Hilal SFC","https://tmssl.akamaized.net/images/flagge/verysmall/146.png?lm=1520611569","Saudi Pro League","https://www.transfermarkt.us/saudi-professional-league/transfers/wettbewerb/SA1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/194387/transfer_id/2556163","https://tmssl.akamaized.net/images/wappen/tiny/1114_1661667749.png?lm=1661667749",""
"235","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Eduard Sobol","https://www.transfermarkt.us/eduard-sobol/profil/spieler/206717","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569","https://www.transfermarkt.us/fc-brugge/startseite/verein/2282/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2282.png?lm=1448474251","Club Brugge","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/206717/transfer_id/2537434","",""
"236","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Danil Krugovoy","https://www.transfermarkt.us/danil-krugovoy/profil/spieler/372535","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/zenit-st-petersburg/startseite/verein/964/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/964.png?lm=1486195881","Zenit S-Pb","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/372535/transfer_id/2616283","",""
"237","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Bryan Okoh","https://www.transfermarkt.us/bryan-okoh/profil/spieler/539795","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569","https://www.transfermarkt.us/red-bull-salzburg/startseite/verein/409/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/409.png?lm=1557737354","RB Salzburg","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/A1/saison_id/2019","€2.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/539795/transfer_id/2528066","","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569"
"238","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Sepp van den Berg","https://www.transfermarkt.us/sepp-van-den-berg/profil/spieler/541231","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","https://www.transfermarkt.us/fc-liverpool/startseite/verein/31/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/31.png?lm=1456567819","Liverpool","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€1.90m","https://www.transfermarkt.us/jumplist/transfers/spieler/541231/transfer_id/2526170","",""
"239","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Xiaoxiao Zhang","https://www.transfermarkt.us/xiaoxiao-zhang/profil/spieler/822214","Defence","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","https://www.transfermarkt.us/shenzhen-fc-reserves/startseite/verein/29145/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/29145.png?lm=1489271279","SZ FC Res.","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","China","","€1.90m","https://www.transfermarkt.us/jumplist/transfers/spieler/822214/transfer_id/3094662","",""
"240","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Matteo Pinelli","https://www.transfermarkt.us/matteo-pinelli/profil/spieler/476066","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/us-sassuolo-u19/startseite/verein/19114/saison_id/2019","","Sassuolo U19","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Primavera 1","https://www.transfermarkt.us/primavera-1/transfers/wettbewerb/IJ1/saison_id/2019","€1.88m","https://www.transfermarkt.us/jumplist/transfers/spieler/476066/transfer_id/2530606","https://tmssl.akamaized.net/images/wappen/tiny/6574_1595414063.png?lm=1595414011",""
"241","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Yeimar Gómez Andrade","https://www.transfermarkt.us/yeimar-gomez-andrade/profil/spieler/343359","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569","https://www.transfermarkt.us/seattle-sounders-fc/startseite/verein/9636/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/9636.png?lm=1458928136","Seattle","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","MLS","https://www.transfermarkt.us/major-league-soccer/transfers/wettbewerb/MLS1/saison_id/2019","€1.82m","https://www.transfermarkt.us/jumplist/transfers/spieler/343359/transfer_id/2788783","",""
"242","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ali Adnan","https://www.transfermarkt.us/ali-adnan/profil/spieler/261611","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/70.png?lm=1520611569","https://www.transfermarkt.us/vancouver-whitecaps-fc/startseite/verein/6321/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/6321.png?lm=1420976934","Vancouver","https://tmssl.akamaized.net/images/flagge/verysmall/80.png?lm=1520611569","MLS","https://www.transfermarkt.us/major-league-soccer/transfers/wettbewerb/MLS1/saison_id/2019","€1.82m","https://www.transfermarkt.us/jumplist/transfers/spieler/261611/transfer_id/2540537","",""
"243","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Tim Leibold","https://www.transfermarkt.us/tim-leibold/profil/spieler/185699","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/hamburger-sv/startseite/verein/41/saison_id/2019","","Hamburger SV","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","2. Bundesliga","https://www.transfermarkt.us/2-bundesliga/transfers/wettbewerb/L2/saison_id/2019","€1.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/185699/transfer_id/2528891","https://tmssl.akamaized.net/images/wappen/tiny/41_1597319408.png?lm=1597319385",""
"244","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Felipe Aguilar","https://www.transfermarkt.us/felipe-aguilar/profil/spieler/260377","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569","https://www.transfermarkt.us/club-athletico-paranaense/startseite/verein/679/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/679.png?lm=1548711363","Athletico-PR","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","Série A","https://www.transfermarkt.us/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019","€1.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/260377/transfer_id/2837645","",""
"245","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ales Mateju","https://www.transfermarkt.us/ales-mateju/profil/spieler/242078","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/172.png?lm=1520611569","https://www.transfermarkt.us/brescia-calcio/startseite/verein/19/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/19.png?lm=1511961167","Brescia","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€1.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/242078/transfer_id/2532040","",""
"246","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","José Madueña","https://www.transfermarkt.us/jose-maduena/profil/spieler/162947","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","https://www.transfermarkt.us/deportivo-guadalajara/startseite/verein/6711/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/6711.png?lm=1495274616","Chivas","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€1.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/162947/transfer_id/2718663","",""
"247","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Thiago Martins","https://www.transfermarkt.us/thiago-martins/profil/spieler/277318","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/yokohama-f-marinos/startseite/verein/3828/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3828.png?lm=1408789446","Yokohama F. M.","https://tmssl.akamaized.net/images/flagge/verysmall/77.png?lm=1520611569","J1 League","https://www.transfermarkt.us/j1-league/transfers/wettbewerb/JAP1/saison_id/2019","€1.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/277318/transfer_id/2727059","",""
"248","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Miguel Barbieri","https://www.transfermarkt.us/miguel-barbieri/profil/spieler/431703","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569","https://www.transfermarkt.us/club-tijuana/startseite/verein/13353/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/13353.png?lm=1420190175","Club Tijuana","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€1.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/431703/transfer_id/2746753","",""
"249","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Johan Vásquez","https://www.transfermarkt.us/johan-vasquez/profil/spieler/532937","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","https://www.transfermarkt.us/cf-monterrey/startseite/verein/2407/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2407.png?lm=1406966074","Monterrey","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€1.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/532937/transfer_id/2739775","",""
"250","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Félix Torres","https://www.transfermarkt.us/felix-torres/profil/spieler/468174","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/44.png?lm=1520611569","https://www.transfermarkt.us/santos-laguna/startseite/verein/1403/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1403.png?lm=1588455204","Santos Laguna","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€1.80m","https://www.transfermarkt.us/jumplist/transfers/spieler/468174/transfer_id/2566510","",""
